LOC100693400	LG8_24:5686064-5688370
LOC102077579	UNK123:467354-467679
LOC100689912	LG13:18337135-18345133
LOC100702233	UNK151:237232-250574
LOC102078582	UNK59:611964-632282
LOC100698791	LG17:4329296-4353336
LOC100697221	LG23:14902909-14950936
LOC100708953	LG23:16759364-16765845
LOC100703992	UNK4:2242194-2256182
LOC102076958	LG23:5831817-5837474
LOC100696526	LG23:8428857-8479454
LOC100705659	LG7:34132825-34136329
LOC100711465	LG12:29213232-29221613
LOC102076955	LG11:11982811-12033914
LOC102075670	LG2:22398902-22426958
LOC100700771	LG6:28929451-28932071
LOC102082574	UNK39:769025-784368
LOC100708394	UNK93:547318-548538
LOC102077409	LG18:21192012-21192999
LOC100709098	LG12:24563935-24581200
LOC100695198	LG23:17860378-17872048
LOC100706835	LG10:1831221-1839501
zbtb11	LG23:8244360-8252935
LOC102078059	LG4:25467753-25471425
LOC100695608	UNK41:377116-384711
LOC100702753	UNK18:329253-342187
LOC102079338	LG2:9545486-9547675
LOC102081166	UNK99:238085-238965
LOC100708171	LG5:26316744-26326224
LOC100706498	LG7:24868112-24875026
LOC100702784	LG7:9441203-9463926
LOC100709451	LG12:24306986-24309182
LOC100710104	LG8_24:13730161-13732763
LOC102077482	UNK288:219240-220818
LOC100707451	LG10:10372056-10375373
LOC102080207	UNK155:60783-65959
LOC100706531	LG15:19694605-19705431
LOC102076941	LG6:10373866-10375876
LOC102076496,LOC100692919	LG5:33439649-33456586
LOC102079003	UNK57:353730-354680
LOC102082224,LOC100710097	LG10:4019977-4072634
LOC100708481	UNK77:621702-622972
LOC100706621	LG7:4723990-4731149
LOC100703511	LG15:23721770-23737473
LOC100691677	LG6:27903066-27909111
LOC102075851	LG13:21458939-21466287
LOC100692923	LG2:19460514-19467882
LOC100704039	LG8_24:12349847-12390396
LOC100708003	UNK5:3188957-3211083
LOC100690668	LG23:11081540-11092185
LOC102075621	UNK135:468149-472611
LOC100712215	LG11:30101970-30115723
LOC102079249,LOC102079461	LG16_21:18280112-18308150
LOC100690989,LOC100702704,LOC100703792	LG4:17803460-17819754
LOC100705759	LG15:3333065-3341988
LOC100707164	LG5:16899720-16925712
LOC100700986	LG5:17809064-17814420
vps16	UNK107:543217-554085
LOC100704796	LG7:46589672-46603985
LOC102080944	UNK3423:73-1597
LOC102077091	UNK2620:3-2202
LOC100698248	LG8_24:29362234-29364708
LOC100706375	LG23:5852000-5862686
LOC100699772	LG19:1288985-1291286
LOC100701496	UNK43:508384-509377
LOC100704047	UNK507:68929-69691
LOC100703640	LG13:9909002-9913532
LOC100701507	UNK90:89927-95523
LOC100694776	LG10:12942690-12951873
LOC100708313	LG8_24:9697351-9728209
LOC100700659	LG10:6339891-6347147
LOC100693141	UNK1:644712-648449
LOC102082472	LG20:22929500-22938551
LOC100693143	LG5:16171975-16186886
LOC100698569	LG23:8269558-8275144
LOC100702700,LOC100710473	LG15:23466997-23487959
LOC100696702	LG1:9455342-9466767
LOC102077999,LOC100703656	LG12:13529894-13538980
LOC100693137	UNK3811:6-1466
LOC100701449	LG22:13288052-13292382
LOC100707415	LG14:27653074-27705220
LOC100703184	LG11:22186326-22200705
LOC100697244	LG12:30058526-30064934
LOC100702346	LG1:13862304-13866551
LOC100710969	UNK31:1123410-1154245
LOC100698771	LG7:16243533-16270193
LOC100695292	LG2:5492309-5511134
LOC100701612	LG9:11806852-11817209
LOC100700421	LG19:25670946-25686275
LOC102077406	LG17:15152604-15157592
LOC100698193	LG9:16947319-16954097
pxr	LG16_21:14077971-14088198
LOC100699985	UNK343:115347-134940
LOC100705535	LG12:14548608-14551720
LOC102079586	LG2:7196253-7197708
LOC100697014,LOC100693559	UNK22:1047936-1067949
LOC100711187	LG5:12374574-12382636
LOC100690632	LG15:24624373-24633216
LOC100706722	LG7:45369217-45370892
LOC102077644	UNK134:442309-458065
LOC100711892	UNK128:211311-214517
LOC102076082	UNK101:568660-630269
LOC102079007	LG6:21940134-21942270
LOC100708486,LOC100709023	UNK92:491252-500407
ncoa3	LG5:10199119-10231013
LOC100709351	LG16_21:5842481-5861426
LOC100701787	LG13:24147823-24152138
LOC102079958	UNK301:25249-28868
LOC100696558	LG19:1541553-1547934
LOC100691652	LG14:25001641-25005777
LOC100701661	LG23:9314192-9324625
LOC100700569,LOC102083142	LG8_24:21292443-21304129
LOC100712281	LG10:10453620-10474087
LOC102076185,LOC100534444,LOC100706548	LG15:3125271-3278951
ptprs	UNK4:1492934-1714507
LOC100707352,actn1,LOC100695563,LOC100707616,LOC102083183,LOC100695830,LOC100707081,LOC100696883	LG19:10856916-11065334
LOC100710826	LG23:16124165-16125713
LOC102080011	LG22:6606116-6613049
LOC100709036	UNK357:105338-106265
LOC100706330	UNK66:739036-747130
LOC102079485	UNK207:29271-35653
LOC100706184	UNK277:73557-79954
LOC102079455	UNK162:326242-326894
LOC102078315	LG17:4756724-4759920
LOC100694483	UNK1:6511640-6513694
LOC100690783	LG18:10882358-10902603
LOC100700128	LG7:25540765-25555597
LOC100693225	LG7:32313098-32321851
LOC100695672	LG14:25915957-26014360
LOC100690387	LG16_21:3810111-3902450
LOC100709605	LG10:10888846-10912850
LOC100711312	LG3:9642590-9647095
LOC100705494	LG12:20714507-20722111
LOC100704724	LG11:6618471-6710142
LOC100712130	LG3:5788012-5792803
LOC100712583	LG11:23829226-23930513
LOC102078815	LG3:14295108-14354592
LOC100691209	LG10:16827296-16950807
LOC100691724	UNK2:3461743-3482937
LOC102083162	UNK762:6423-8477
LOC102078205	UNK1146:432-6455
LOC102081506	LG13:12142123-12156586
LOC100691138	LG15:17196553-17219541
LOC100701502	UNK71:544065-547499
LOC100696634	LG15:14241767-14257397
LOC100712372	LG1:7323001-7327212
LOC100710636,LOC100706080	LG14:27804717-27815849
LOC100704018	LG6:27593166-27603011
LOC100695676	LG19:23421801-23424403
LOC102081126	UNK24:298055-321818
LOC100711345	LG14:33806486-33808543
LOC100708933	LG6:28629860-28640617
galnt4	LG22:14210863-14228928
LOC100706369	LG5:7272982-7292758
LOC100711145	LG7:11574332-11587497
LOC100704179	LG17:19502597-19510372
LOC100702405	LG18:3650256-3656067
LOC100710467	UNK5439:168-1029
LOC102078450	UNK57:151933-154516
LOC100711508,LOC102077958	UNK31:1188768-1218219
LOC100705227	LG19:15290405-15299541
LOC100709623,LOC100709894	LG12:15693523-15704628
LOC100695044	LG14:4751602-4765112
LOC100693909	LG5:30867355-30891306
LOC102079543,LOC100691441	LG15:20513633-20566783
LOC100700602	LG7:35102248-35118175
LOC102075996	LG17:7499403-7516667
LOC100706962	LG14:32584830-32594029
LOC102081388	LG7:43223950-43227732
LOC100697543	LG8_24:1035732-1052007
LOC102077571	LG14:793336-795641
LOC100708343	LG2:17146178-17157005
LOC102082941	UNK176:89283-91050
LOC100698446	UNK113:456633-458188
LOC100711455	LG5:16549384-16557986
LOC100705613	UNK9:355675-363578
LOC100698719,LOC100698452	LG8_24:7683042-7689759
LOC100695408	LG3:11284526-11306887
LOC100707052	LG20:5285075-5295137
LOC102080586	UNK24:1530893-1531340
LOC100696533	LG16_21:15415570-15444545
LOC100691133	UNK17:1841742-1857405
LOC100700496	LG15:12295416-12305760
LOC100709704	LG22:5669637-5678920
LOC100708074	LG20:30931560-30946243
LOC100703861	UNK440:43609-102140
LOC100699919	LG12:31416585-31417901
LOC100708834	LG6:5745933-5775497
LOC100702502	LG13:24454401-24472745
LOC100705060	LG20:3864938-3894162
LOC100693293	LG16_21:7829994-7831068
LOC102079142	UNK104:89478-107805
LOC100696615	LG2:15995224-16018465
znf592	LG7:39485625-39494439
LOC102078001	LG22:956011-986636
LOC102076229	LG13:7284504-7288461
LOC100698695	LG19:1391373-1396359
LOC100694701	LG11:27016809-27020957
LOC102077864	LG17:3424232-3428157
LOC100709172	LG22:22687914-22710788
LOC102078028	LG14:27052384-27066506
LOC100709628	UNK16:2044507-2047408
LOC100700974	UNK815:12918-16714
LOC100700182	LG9:10787216-10792248
LOC100696570	UNK51:811326-823586
LOC100698023	LG7:34288304-34331173
LOC100702097	LG10:11410117-11416545
LOC100709170	LG20:25045775-25051556
LOC100707599	UNK5118:6-1114
LOC100697032	LG6:22294869-22307944
LOC100690189	LG12:29392778-29396353
LOC100702436	LG4:25515646-25519309
LOC102081267	UNK350:6182-7146
LOC100709585	LG13:16928496-16979075
LOC100690385	LG8_24:23964004-23980941
LOC100695454	LG20:13969598-13972401
LOC100704546	UNK14:97739-99490
LOC102081700	UNK6:2905766-2906839
wdr17	LG6:34700485-34731200
LOC100697195	UNK27:51410-64565
LOC100712566,LOC100712301	LG6:17871826-17895554
LOC100711641	LG4:27585688-27588321
LOC100709538	LG19:3550926-3559083
LOC102081565	LG11:31531186-31542460
LOC100694704	LG11:18300253-18302670
LOC100705440	LG12:16366264-16370035
LOC100694861	LG1:8147805-8161161
LOC100691954	UNK67:440258-442284
LOC100709517	LG19:20360424-20362164
LOC100698255	LG20:16801839-16803181
LOC100707725	LG3:17418097-17475381
LOC100694827	UNK112:540870-555792
galnt8	LG17:19350999-19359784
LOC100701287	LG6:32636230-32650129
LOC102082272	LG4:15024487-15047727
LOC102079582	UNK1183:3145-7345
tasp1	LG13:14427037-14458473
slc4a10	LG16_21:17101671-17130365
LOC100697983	LG4:3918935-3924168
LOC100700307	UNK11:830878-834322
LOC100710927	LG12:29167096-29178176
LOC102080464	UNK27:1161998-1164730
LOC100711608	LG13:6629827-6687644
LOC100710980	UNK105:515933-552811
LOC102082112	LG12:19018085-19029558
LOC100694607,LOC102079251	LG5:27243998-27251628
LOC100704172	LG15:15753740-15765978
LOC102079131	UNK45:833113-841380
LOC102080081	LG6:24717921-24719327
LOC102077116	UNK232:152274-152900
LOC100696677	LG13:22584576-22618825
ptgdsl1	LG10:10100219-10101883
LOC102080655	LG8_24:10733403-10741127
LOC100690281	LG20:30285529-30294293
LOC100707778	LG20:7803553-7808564
LOC100699849,LOC102081901	LG11:16937934-17006539
LOC100702826	UNK7:497062-502495
LOC100702646	LG11:21770186-21779442
LOC102080863,LOC100711020	LG19:4947051-5076811
LOC100692153	LG5:9217688-9219976
LOC100696840,LOC100697107	UNK88:17801-39610
LOC102080323	LG14:17037587-17050455
LOC102079996	LG3:2945309-2945775
LOC100704131	UNK446:2751-98263
LOC100711236	UNK28:31498-64300
LOC102075782	UNK2241:785-1740
LOC102078459	UNK399:133576-135747
LOC102075608	LG11:27881928-27883569
LOC100695093	LG11:2835162-2844940
LOC100695142	LG18:17839277-17877539
LOC102081711	LG15:9953446-9960564
LOC100698891	LG6:28676016-28677449
LOC100705788	LG5:28834522-28843165
LOC100693565	UNK45:277487-282081
LOC102076863	UNK644:39029-40600
LOC100707609	LG16_21:32112000-32152275
LOC102080517	UNK5:1569005-1572345
LOC100711193	LG12:29200361-29213156
LOC102081460	UNK170:221385-228677
LOC102081435	UNK1716:683-1703
LOC102079035	UNK32:774527-796900
LOC100700793	LG8_24:12123598-12128488
LOC100690411	LG6:34757501-34810585
ganc	LG19:10078335-10090581
LOC102082755	UNK4253:55-1324
LOC102082571	LG13:23889122-23890528
LOC100706144	LG16_21:12112222-12115417
ntng1	LG9:4975834-5098825
LOC100707023	LG22:21413898-21441900
LOC100699738	LG13:28519240-28524792
LOC100706143	LG7:15821382-15828671
LOC100711827	LG9:7938094-7942572
dcc	LG7:33180377-33408139
LOC100699270	LG15:18399917-18404918
LOC100692107	UNK30:1543231-1558939
LOC100708705	LG15:3887327-3898992
LOC100691232	LG18:9183781-9184828
LOC100690692	LG3:5213382-5217545
LOC102083012	LG2:19877686-19883402
LOC102080179,LOC102080124	UNK80:46427-65197
LOC100707660	UNK24:1355437-1363898
LOC100707681	LG10:3011460-3014604
LOC102080528	UNK39:575334-576451
LOC100692332	LG4:17584850-17594160
LOC100694683	LG12:9508136-9514409
LOC100697918	LG8_24:7526064-7536218
LOC100701447	LG2:9257782-9260262
LOC102080514	LG2:17137284-17139224
LOC100704251	LG4:11384491-11394631
exoc2	UNK56:573325-621141
LOC100709811	LG6:5482637-5594654
LOC100693580	LG3:282330-286532
LOC100711507	UNK28:100615-137349
LOC100700446	UNK1:7187992-7191309
LOC100694597,LOC100694862	LG1:5446838-5504826
LOC100696607	LG5:8592024-8599932
LOC100705004	UNK55:358624-361705
LOC100703803	LG17:20296758-20312112
LOC102078788	LG17:23659392-23662855
LOC102075556	LG8_24:9191888-9210329
LOC100708334	LG4:23827393-23843973
LOC100704650	LG20:18793028-18800577
LOC102082441	LG2:17489496-17491318
LOC100701021	LG3:13268898-13274047
LOC100696844	LG18:5824672-5826682
LOC102080500	LG22:13033161-13035403
LOC100694859	LG19:11092815-11099009
LOC102078451	LG17:572495-573431
LOC100704967	LG19:19769778-19775095
LOC100705149	LG15:5544321-5598920
LOC102080196	LG13:13390034-13392757
LOC100704677	LG4:28390364-28403354
LOC100705586	LG2:16496189-16497562
LOC100699086	UNK198:305914-338260
LOC100690541	LG4:8414250-8416889
LOC102078461	UNK655:271-2290
LOC100693181	LG6:13133976-13144491
LOC100710763	LG12:10221362-10232329
LOC100704948,LOC100705401	LG8_24:16647349-16665498
LOC100694958	LG6:23371853-23382744
LOC100691047	LG1:22226451-22262874
LOC100696318	UNK144:8814-49428
LOC100711998	LG1:12477219-12487920
LOC100709578	LG23:13768584-13774373
LOC100703290	LG19:906371-930606
LOC100701895	LG13:12027051-12040867
LOC100700076	LG7:39448771-39454939
LOC102078067	LG18:21872905-21874857
LOC100710907	LG20:7371180-7531141
LOC100698610	LG6:17799269-17801842
LOC102080759,LOC100694111	LG7:174755-179964
LOC100707258,LOC100705303	UNK1:1763113-1797123
LOC100700062	LG8_24:7798877-7804712
LOC100696458	LG17:12744901-12753011
LOC100705747	LG16_21:31256130-31269993
LOC100712511	LG10:3472026-3488765
LOC102076815	LG20:4394324-4398514
LOC100695463	UNK1:698702-706919
LOC100707575,LOC100707315,LOC102078383	LG7:26854646-26877296
LOC102082389	UNK26:92-9254
LOC100695258	UNK110:316349-320431
LOC100707460,LOC102080924	LG12:6067589-6323197
LOC100694251	LG14:4673477-4684753
LOC100712582	UNK41:275507-280718
LOC102077338,LOC102077186	LG2:18349438-18362206
LOC100696408	LG1:23358717-23364454
LOC100705680	LG12:6794421-6806611
LOC100695578	LG15:14081657-14089768
usp48	UNK179:23053-51871
LOC100711552	LG8_24:15114137-15192748
LOC102082153	LG16_21:12098217-12109347
LOC100706654	UNK3:2141164-2143660
LOC102080022	UNK663:7132-9500
LOC100691147	LG18:26039724-26044542
LOC100708809	LG14:29022315-29031544
LOC100697552	LG16_21:2620305-2623277
LOC100711771	UNK10:1574576-1589572
LOC100710528	UNK14:414303-426059
LOC102076734	LG16_21:22103372-22107645
LOC100711303	LG6:19653711-19670627
LOC100705846	LG7:19929834-19950062
LOC100705824	LG7:8547135-8552827
LOC102075867	UNK194:44789-49668
LOC100707960	UNK951:6254-10397
LOC100696455	LG20:23354762-23362472
LOC102080469	UNK54:1054658-1060579
LOC100712560	LG14:4309431-4310419
LOC102081483	LG20:8395818-8400333
LOC100698287	LG23:14780331-14790981
LOC100711319	UNK8:1485687-1493743
LOC102076474,LOC100697792	LG18:24190342-24414196
LOC102078615	UNK180:142291-142987
LOC100696835	UNK43:174705-183197
LOC102083026	LG8_24:13716626-13727119
LOC100707018	LG15:5869986-5910457
LOC100692678	UNK307:150632-157239
LOC100694265,LOC102077598	LG8_24:27850161-27861655
LOC100702019	LG15:15063623-15102125
LOC100703975	LG20:28105628-28109321
LOC100701707	UNK4522:3-1260
LOC100703637	LG7:17460808-17502469
LOC100707114	UNK14:105969-107759
LOC100696108	LG10:7217033-7261364
LOC100701822	LG20:304264-310126
LOC100711093	LG15:19901198-19908293
atp7b	UNK2:1700-21503
LOC100711249	LG1:20676198-20693403
eprs	LG1:24344723-24366100
LOC100691730	LG5:27680007-27720093
LOC100702375	LG9:3882441-3905194
LOC100709194	UNK12:1006978-1140041
LOC100701643	LG10:12103161-12142227
LOC100708413	LG7:39605976-39609243
LOC102079886	LG18:19250121-19255511
LOC100703419	LG4:22210431-22221039
LOC100694298	LG13:26057681-26066335
LOC100708076,LOC100707807	LG17:29326042-29369324
LOC100706160	UNK34:978643-981378
LOC100710541	LG11:28731343-28738014
LOC100700384	LG6:9392816-9422157
LOC100693336	LG23:6278687-6281370
LOC100692640	LG4:1732073-1733823
LOC100708316	LG16_21:14615998-14623385
LOC100697909	LG14:3099139-3408500
LOC100695716	LG20:9437275-9440075
LOC100692955	LG7:32327029-32330255
agxt2	LG7:16967774-16986874
LOC102075821	LG3:14089860-14112221
LOC100698305	LG19:10136780-10174281
LOC100699552	LG19:8524795-8556957
LOC102080603	UNK2893:16-1935
LOC102081775	LG11:5423738-5427920
LOC100699952	UNK13:2156197-2178036
LOC102082749	UNK191:238273-246450
LOC100693761	UNK2482:4-2362
LOC100699294	LG12:8405145-8418654
LOC102080221,LOC102078859	LG8_24:24883106-24897070
LOC100693393	LG12:2384980-2388048
LOC102078794	LG14:7127754-7130424
LOC100712096,LOC102078270	LG13:31117193-31216941
LOC100711664	LG12:4548585-4566139
LOC100699155	LG12:33497738-33501151
LOC100710796	UNK14:428102-432500
LOC100704554	UNK26:1221952-1230952
LOC102081921	LG16_21:21465624-21467782
LOC102081133	LG20:3488408-3488993
LOC100709893	LG14:16878272-16879546
LOC100697449	LG8_24:29303583-29306311
LOC100697000	LG14:26238942-26241470
LOC100691330	UNK2451:649-2386
LOC100706073	LG22:25357472-25365044
LOC102083035	UNK2507:20-2183
LOC100707322	LG18:4604217-4607715
LOC100694763	LG19:7920275-7943830
LOC100705420	LG22:2882046-2891923
LOC100706333	UNK80:421893-447698
LOC100704682,LOC100704954	LG22:12716864-12734752
smg7	UNK130:89008-106139
LOC100691277,LOC102080894	LG17:9692388-9707064
LOC100706010	LG22:12600895-12610499
LOC102082837	UNK158:424289-427559
LOC100697360	LG3:7415841-7423758
pms2	LG8_24:9669748-9675473
LOC100695756	LG16_21:6317171-6322747
LOC100699394	LG18:17205572-17222843
LOC100695799	UNK423:11728-21506
LOC100711674	LG11:30051145-30067659
LOC100691116	LG1:235049-256831
LOC100697211	LG13:22847622-22852792
LOC100694978	LG19:26671929-26689036
LOC100700758,LOC100700492	UNK9:683543-699423
LOC100711663	LG5:26823235-26836302
LOC100696618	LG12:8904105-8909598
LOC100708024	LG14:32703163-32729774
LOC102083098	LG6:35697278-35699594
LOC102076124	LG11:26007968-26010699
baiap3	LG4:18104432-18150670
LOC100693850	UNK476:59743-73994
LOC100708607	LG4:24065699-24067563
LOC102076818,LOC100693578	LG14:14928515-14942183
LOC100695401	LG19:22156873-22202937
LOC102076505	UNK223:209016-212334
LOC100691145	LG11:28404611-28414427
LOC100696354,LOC100696529	LG12:8909868-8944156
LOC102080891	LG15:17924172-17947129
LOC100699432	UNK60:303623-307770
LOC102076540	UNK154:39875-41700
LOC100707931	LG4:4519439-4558336
LOC100695629	UNK2540:11-1325
LOC100699307	LG14:5165241-5199059
LOC100707845	LG1:16387734-16396035
LOC100696348	LG22:13995913-14013129
LOC100712227	LG14:24295575-24301925
LOC100697545	LG5:33133825-33146352
LOC100698710,LOC100698980	UNK65:132257-158130
LOC102078080	UNK579:31537-35281
LOC102081575	LG13:8031253-8033066
LOC100699352	LG8_24:11201488-11206513
LOC100703183	LG9:2823460-2848994
LOC100712385	LG16_21:4148074-4203176
LOC100690247	LG8_24:5027113-5028741
LOC102080200	UNK46:296553-297963
LOC100710371	LG18:10081834-10084632
slc13a3	LG20:8278933-8289668
LOC100693891	LG11:22202233-22208098
LOC100702461	LG8_24:26591262-26601147
LOC102081119	LG11:20870781-20901374
LOC100694568,LOC100694835,LOC102075613	LG13:26067295-26150351
LOC102080785	UNK1407:3399-5423
LOC100700762	UNK13:40503-77956
LOC102078426	UNK1:84906-116882
LOC102079432	UNK1636:6-4250
LOC102080922	LG7:48068043-48070367
LOC100705014	LG22:25692629-25700504
LOC100711088	UNK689:837-16516
LOC100699148	LG12:12204188-12258050
LOC100704477	LG1:25916833-25920062
LOC102077934	UNK64:80514-83218
LOC100706090	LG23:19184878-19195936
LOC102082361	LG17:9733733-9737346
LOC100694106	UNK64:731338-750250
LOC102082719,LOC100704314	LG20:15016320-15029460
LOC100705460	UNK93:270442-274048
LOC100695007	LG7:43482377-43492041
LOC100696725	LG18:19622006-19628869
LOC100690789	LG8_24:5087652-5089450
LOC100692437	LG2:20790965-20797777
LOC102080679	LG12:34351777-34358221
LOC100711075	LG22:24728547-24729496
LOC100707776	LG20:11980103-11993730
LOC100690820	LG22:9734306-9738209
LOC102079808	LG3:14487407-14493249
LOC100706434	LG18:12336470-12375559
LOC100706171	LG23:1987039-1997864
LOC102078946	UNK938:9005-11145
LOC100697525	LG18:17417186-17450985
LOC102077830	LG16_21:14477504-14485965
LOC102082541	LG8_24:17753363-17756234
LOC100701381	LG6:24805693-24809280
sqrdl	LG13:28330216-28337716
LOC100699584	LG10:6575748-6579217
LOC102076577	UNK1:6154029-6156508
LOC100704509	LG4:6529946-6540307
LOC100694182	LG7:11202960-11208381
LOC100689953	LG8_24:29299220-29303548
LOC100696884	LG12:8868925-8880844
LOC102080360	LG6:24775515-24777559
LOC100710036	LG4:27763856-27769010
LOC100706013	LG2:13596826-13614917
LOC100705569	LG15:21911901-21922366
LOC100698443	LG10:3549274-3563426
LOC102079418	LG3:639261-657821
LOC100705526	UNK16:532458-537844
LOC102082608	UNK58:732130-733282
LOC102075874	UNK2245:362-2750
LOC102078380	LG16_21:26083251-26092986
LOC100709928	LG18:15893177-15901872
LOC100690896	LG9:17516523-17617904
LOC100692706,LOC100692980	LG2:21888003-21897182
